e,cprov,nprov,year,quarter,pop_tot,pop_men,pop_wom,pop25_39,pop40_49,pop50_64,pop65,suicide_men,suicide_wom,suicide_total,suicide_age40_49,suicide_age50_64,suicide_age65,suicide_age25_39,rate_tot_lag0,rate_men_lag0,rate_wom_lag0,rate_tot_lag3,rate_men_lag3,rate_wom_lag3,rate_tot_lag6,rate_men_lag6,rate_wom_lag6,rate_tot_lag9,rate_men_lag9,rate_wom_lag9,rate_tot_lag12,rate_men_lag12,rate_wom_lag12,rate_tot_lag15,rate_men_lag15,rate_wom_lag15,rate_tot_lag18,rate_men_lag18,rate_wom_lag18,rate_tot_lag21,rate_men_lag21,rate_wom_lag21,rate_tot_lag24,rate_men_lag24,rate_wom_lag24
430,6,Badajoz,2006,2,474524,231429,243096,153525,99729,102089,119182,8,1,9,1,1,6,1,14.99,11.95,20.04,17.38,13.97,23.02,16.58,13.72,21.24,17.05,12.61,24.08,16.44,11.77,23.94,19.65,14.16,28.73,20.41,14.65,29.75,16.25,9.55,27.29,18.93,11.75,30.99
431,6,Badajoz,2006,3,476201,232287,243915,153654,100493,102997,119058,12,4,16,3,4,7,2,11.5,8.19,16.73,14.99,11.95,20.04,17.38,13.97,23.02,16.58,13.72,21.24,17.05,12.61,24.08,16.44,11.77,23.94,19.65,14.16,28.73,20.41,14.65,29.75,16.25,9.55,27.29
432,6,Badajoz,2006,4,477951,233221,244730,153718,101245,103946,119041,9,1,10,1,4,5,0,14.63,10.64,20.85,11.5,8.19,16.73,14.99,11.95,20.04,17.38,13.97,23.02,16.58,13.72,21.24,17.05,12.61,24.08,16.44,11.77,23.94,19.65,14.16,28.73,20.41,14.65,29.75
433,6,Badajoz,2007,1,479726,234186,245541,153853,101985,104843,119045,14,3,17,2,6,8,1,13.96,10.8,18.82,14.63,10.64,20.85,11.5,8.19,16.73,14.99,11.95,20.04,17.38,13.97,23.02,16.58,13.72,21.24,17.05,12.61,24.08,16.44,11.77,23.94,19.65,14.16,28.73
434,6,Badajoz,2007,2,481555,235211,246344,154130,102699,105635,119091,16,4,20,1,4,11,4,13.16,9.73,18.22,13.96,10.8,18.82,14.63,10.64,20.85,11.5,8.19,16.73,14.99,11.95,20.04,17.38,13.97,23.02,16.58,13.72,21.24,17.05,12.61,24.08,16.44,11.77,23.94
435,6,Badajoz,2007,3,483412,236254,247158,154388,103434,106434,119155,6,0,6,0,2,3,1,13.69,9.92,19.07,13.16,9.73,18.22,13.96,10.8,18.82,14.63,10.64,20.85,11.5,8.19,16.73,14.99,11.95,20.04,17.38,13.97,23.02,16.58,13.72,21.24,17.05,12.61,24.08
436,6,Badajoz,2007,4,485328,237331,247996,154612,104213,107249,119254,5,1,6,1,1,3,1,15.34,10.3,22.82,13.69,9.92,19.07,13.16,9.73,18.22,13.96,10.8,18.82,14.63,10.64,20.85,11.5,8.19,16.73,14.99,11.95,20.04,17.38,13.97,23.02,16.58,13.72,21.24
437,6,Badajoz,2008,1,486972,238254,248716,154695,104848,107990,119438,12,2,14,3,4,5,2,13.84,9.52,20.29,15.34,10.3,22.82,13.69,9.92,19.07,13.16,9.73,18.22,13.96,10.8,18.82,14.63,10.64,20.85,11.5,8.19,16.73,14.99,11.95,20.04,17.38,13.97,23.02
438,6,Badajoz,2008,2,488072,238871,249200,154497,105195,108586,119794,6,4,10,1,4,5,0,15.2,10.76,21.97,13.84,9.52,20.29,15.34,10.3,22.82,13.69,9.92,19.07,13.16,9.73,18.22,13.96,10.8,18.82,14.63,10.64,20.85,11.5,8.19,16.73,14.99,11.95,20.04
439,6,Badajoz,2008,3,489233,239507,249726,154289,105553,109201,120190,13,1,14,1,3,4,6,14.98,11.03,20.85,15.2,10.76,21.97,13.84,9.52,20.29,15.34,10.3,22.82,13.69,9.92,19.07,13.16,9.73,18.22,13.96,10.8,18.82,14.63,10.64,20.85,11.5,8.19,16.73
440,6,Badajoz,2008,4,490513,240181,250333,154060,105932,109854,120667,8,0,8,1,3,3,1,19.29,16.12,23.98,14.98,11.03,20.85,15.2,10.76,21.97,13.84,9.52,20.29,15.34,10.3,22.82,13.69,9.92,19.07,13.16,9.73,18.22,13.96,10.8,18.82,14.63,10.64,20.85
441,6,Badajoz,2009,1,491729,240821,250909,153847,106290,110515,121076,5,2,7,0,3,4,0,22.55,20.57,25.44,19.29,16.12,23.98,14.98,11.03,20.85,15.2,10.76,21.97,13.84,9.52,20.29,15.34,10.3,22.82,13.69,9.92,19.07,13.16,9.73,18.22,13.96,10.8,18.82
442,6,Badajoz,2009,2,492814,241392,251423,153663,106607,111194,121351,11,2,13,2,2,6,3,20.69,17.23,25.5,22.55,20.57,25.44,19.29,16.12,23.98,14.98,11.03,20.85,15.2,10.76,21.97,13.84,9.52,20.29,15.34,10.3,22.82,13.69,9.92,19.07,13.16,9.73,18.22
443,6,Badajoz,2009,3,493949,241990,251958,153460,106919,111884,121686,9,2,11,4,1,5,1,19.32,15.56,24.66,20.69,17.23,25.5,22.55,20.57,25.44,19.29,16.12,23.98,14.98,11.03,20.85,15.2,10.76,21.97,13.84,9.52,20.29,15.34,10.3,22.82,13.69,9.92,19.07
444,6,Badajoz,2009,4,495181,242644,252535,153220,107222,112596,122143,8,2,10,2,3,3,2,22.76,18.99,27.99,19.32,15.56,24.66,20.69,17.23,25.5,22.55,20.57,25.44,19.29,16.12,23.98,14.98,11.03,20.85,15.2,10.76,21.97,13.84,9.52,20.29,15.34,10.3,22.82
445,6,Badajoz,2010,1,496278,243224,253052,152958,107463,113361,122496,7,2,9,2,3,4,0,23.84,21.08,27.58,22.76,18.99,27.99,19.32,15.56,24.66,20.69,17.23,25.5,22.55,20.57,25.44,19.29,16.12,23.98,14.98,11.03,20.85,15.2,10.76,21.97,13.84,9.52,20.29
446,6,Badajoz,2010,2,497106,243657,253449,152653,107579,114230,122644,15,0,15,2,4,6,3,23.19,19.92,27.7,23.84,21.08,27.58,22.76,18.99,27.99,19.32,15.56,24.66,20.69,17.23,25.5,22.55,20.57,25.44,19.29,16.12,23.98,14.98,11.03,20.85,15.2,10.76,21.97
447,6,Badajoz,2010,3,497994,244121,253874,152326,107698,115102,122870,11,2,13,2,3,5,3,22.69,19.92,26.43,23.19,19.92,27.7,23.84,21.08,27.58,22.76,18.99,27.99,19.32,15.56,24.66,20.69,17.23,25.5,22.55,20.57,25.44,19.29,16.12,23.98,14.98,11.03,20.85
448,6,Badajoz,2010,4,499003,244648,254355,151955,107822,115977,123249,10,0,10,2,4,1,3,26.1,22.89,30.37,22.69,19.92,26.43,23.19,19.92,27.7,23.84,21.08,27.58,22.76,18.99,27.99,19.32,15.56,24.66,20.69,17.23,25.5,22.55,20.57,25.44,19.29,16.12,23.98
449,6,Badajoz,2011,1,499999,245170,254830,151595,107965,116899,123540,8,3,11,3,3,2,3,27.31,24.61,31.05,26.1,22.89,30.37,22.69,19.92,26.43,23.19,19.92,27.7,23.84,21.08,27.58,22.76,18.99,27.99,19.32,15.56,24.66,20.69,17.23,25.5,22.55,20.57,25.44
450,6,Badajoz,2011,2,500972,245682,255292,151256,108145,117916,123655,10,1,11,1,5,3,2,25.2,22.05,29.47,27.31,24.61,31.05,26.1,22.89,30.37,22.69,19.92,26.43,23.19,19.92,27.7,23.84,21.08,27.58,22.76,18.99,27.99,19.32,15.56,24.66,20.69,17.23,25.5
451,6,Badajoz,2011,3,501907,246180,255729,150895,108306,118930,123775,13,2,15,3,2,6,4,25.33,22.7,28.91,25.2,22.05,29.47,27.31,24.61,31.05,26.1,22.89,30.37,22.69,19.92,26.43,23.19,19.92,27.7,23.84,21.08,27.58,22.76,18.99,27.99,19.32,15.56,24.66
452,6,Badajoz,2011,4,502766,246650,256116,150491,108430,119940,123904,4,2,6,1,1,2,2,30.5,26.43,35.86,25.33,22.7,28.91,25.2,22.05,29.47,27.31,24.61,31.05,26.1,22.89,30.37,22.69,19.92,26.43,23.19,19.92,27.7,23.84,21.08,27.58,22.76,18.99,27.99
453,6,Badajoz,2012,1,503413,247012,256402,150028,108518,120872,123995,11,2,13,1,2,7,3,32.86,30.88,35.53,30.5,26.43,35.86,25.33,22.7,28.91,25.2,22.05,29.47,27.31,24.61,31.05,26.1,22.89,30.37,22.69,19.92,26.43,23.19,19.92,27.7,23.84,21.08,27.58
454,6,Badajoz,2012,2,503639,247155,256484,149447,108535,121647,124011,11,3,14,3,5,5,1,34.2,30.19,39.65,32.86,30.88,35.53,30.5,26.43,35.86,25.33,22.7,28.91,25.2,22.05,29.47,27.31,24.61,31.05,26.1,22.89,30.37,22.69,19.92,26.43,23.19,19.92,27.7
455,6,Badajoz,2012,3,503987,247352,256635,148847,108545,122428,124168,6,2,8,2,2,2,2,32.66,29.42,37.04,34.2,30.19,39.65,32.86,30.88,35.53,30.5,26.43,35.86,25.33,22.7,28.91,25.2,22.05,29.47,27.31,24.61,31.05,26.1,22.89,30.37,22.69,19.92,26.43
456,6,Badajoz,2012,4,504578,247657,256922,148211,108541,123218,124608,10,1,11,2,2,5,2,35.49,32.04,39.84,32.66,29.42,37.04,34.2,30.19,39.65,32.86,30.88,35.53,30.5,26.43,35.86,25.33,22.7,28.91,25.2,22.05,29.47,27.31,24.61,31.05,26.1,22.89,30.37
457,6,Badajoz,2013,1,505028,247886,257143,147549,108477,123982,125020,6,1,7,0,2,1,4,36.26,35.82,36.83,35.49,32.04,39.84,32.66,29.42,37.04,34.2,30.19,39.65,32.86,30.88,35.53,30.5,26.43,35.86,25.33,22.7,28.91,25.2,22.05,29.47,27.31,24.61,31.05
458,6,Badajoz,2013,2,505196,247964,257232,146835,108291,124691,125379,8,3,11,4,3,2,2,34.74,33.06,36.84,36.26,35.82,36.83,35.49,32.04,39.84,32.66,29.42,37.04,34.2,30.19,39.65,32.86,30.88,35.53,30.5,26.43,35.86,25.33,22.7,28.91,25.2,22.05,29.47
459,6,Badajoz,2013,3,505433,248076,257356,146127,108124,125406,125776,11,0,11,3,2,5,1,33.51,31.42,36.15,34.74,33.06,36.84,36.26,35.82,36.83,35.49,32.04,39.84,32.66,29.42,37.04,34.2,30.19,39.65,32.86,30.88,35.53,30.5,26.43,35.86,25.33,22.7,28.91
460,6,Badajoz,2013,4,505807,248257,257550,145432,107994,126131,126250,8,3,11,1,3,2,5,33.07,29.35,37.64,33.51,31.42,36.15,34.74,33.06,36.84,36.26,35.82,36.83,35.49,32.04,39.84,32.66,29.42,37.04,34.2,30.19,39.65,32.86,30.88,35.53,30.5,26.43,35.86
461,6,Badajoz,2014,1,506081,248385,257696,144718,107802,126951,126610,8,2,10,1,2,4,3,34.05,31.44,37.39,33.07,29.35,37.64,33.51,31.42,36.15,34.74,33.06,36.84,36.26,35.82,36.83,35.49,32.04,39.84,32.66,29.42,37.04,34.2,30.19,39.65,32.86,30.88,35.53
462,6,Badajoz,2014,2,506154,248407,257749,143963,107484,127963,126744,7,0,7,2,1,3,1,30.96,27.42,35.6,34.05,31.44,37.39,33.07,29.35,37.64,33.51,31.42,36.15,34.74,33.06,36.84,36.26,35.82,36.83,35.49,32.04,39.84,32.66,29.42,37.04,34.2,30.19,39.65
463,6,Badajoz,2014,3,506279,248457,257824,143201,107162,128974,126942,7,1,8,0,4,3,1,28.53,23.89,34.69,30.96,27.42,35.6,34.05,31.44,37.39,33.07,29.35,37.64,33.51,31.42,36.15,34.74,33.06,36.84,36.26,35.82,36.83,35.49,32.04,39.84,32.66,29.42,37.04
464,6,Badajoz,2014,4,506508,248566,257945,142423,106832,129982,127270,4,2,6,1,1,3,1,31.54,28.97,34.92,28.53,23.89,34.69,30.96,27.42,35.6,34.05,31.44,37.39,33.07,29.35,37.64,33.51,31.42,36.15,34.74,33.06,36.84,36.26,35.82,36.83,35.49,32.04,39.84
465,6,Badajoz,2015,1,506578,248584,257998,141617,106528,130989,127445,8,1,9,0,2,6,1,30.54,26.61,35.62,31.54,28.97,34.92,28.53,23.89,34.69,30.96,27.42,35.6,34.05,31.44,37.39,33.07,29.35,37.64,33.51,31.42,36.15,34.74,33.06,36.84,36.26,35.82,36.83
466,6,Badajoz,2015,2,506334,248420,257916,140752,106276,131994,127312,6,1,7,1,3,2,1,30.83,27.42,35.36,30.54,26.61,35.62,31.54,28.97,34.92,28.53,23.89,34.69,30.96,27.42,35.6,34.05,31.44,37.39,33.07,29.35,37.64,33.51,31.42,36.15,34.74,33.06,36.84
467,6,Badajoz,2015,3,506202,248331,257872,139906,106022,132990,127284,8,2,10,2,3,4,1,29.63,26.72,33.49,30.83,27.42,35.36,30.54,26.61,35.62,31.54,28.97,34.92,28.53,23.89,34.69,30.96,27.42,35.6,34.05,31.44,37.39,33.07,29.35,37.64,33.51,31.42,36.15
468,6,Badajoz,2015,4,506294,248390,257906,139097,105763,133969,127465,4,4,8,1,3,3,1,30.01,24.54,37.22,29.63,26.72,33.49,30.83,27.42,35.36,30.54,26.61,35.62,31.54,28.97,34.92,28.53,23.89,34.69,30.96,27.42,35.6,34.05,31.44,37.39,33.07,29.35,37.64
469,6,Badajoz,2016,1,506279,248368,257912,138244,105520,134866,127649,11,3,14,4,3,4,3,30.48,25.59,37.11,30.01,24.54,37.22,29.63,26.72,33.49,30.83,27.42,35.36,30.54,26.61,35.62,31.54,28.97,34.92,28.53,23.89,34.69,30.96,27.42,35.6,34.05,31.44,37.39
470,6,Badajoz,2016,2,506047,248183,257862,137300,105308,135600,127838,9,4,13,5,6,2,0,28.75,23.74,35.04,30.48,25.59,37.11,30.01,24.54,37.22,29.63,26.72,33.49,30.83,27.42,35.36,30.54,26.61,35.62,31.54,28.97,34.92,28.53,23.89,34.69,30.96,27.42,35.6
471,6,Badajoz,2016,3,505843,248026,257814,136351,105100,136334,128058,11,1,12,1,5,3,3,27.98,23.94,33.16,28.75,23.74,35.04,30.48,25.59,37.11,30.01,24.54,37.22,29.63,26.72,33.49,30.83,27.42,35.36,30.54,26.61,35.62,31.54,28.97,34.92,28.53,23.89,34.69
472,6,Badajoz,2016,4,505695,247923,257771,135390,104898,137067,128341,6,2,8,1,2,3,2,31.75,26.6,38.31,27.98,23.94,33.16,28.75,23.74,35.04,30.48,25.59,37.11,30.01,24.54,37.22,29.63,26.72,33.49,30.83,27.42,35.36,30.54,26.61,35.62,31.54,28.97,34.92
473,6,Badajoz,2017,1,505456,247767,257689,134462,104646,137794,128554,5,2,7,1,3,1,2,31.8,27.26,37.71,31.75,26.6,38.31,27.98,23.94,33.16,28.75,23.74,35.04,30.48,25.59,37.11,30.01,24.54,37.22,29.63,26.72,33.49,30.83,27.42,35.36,30.54,26.61,35.62
474,6,Badajoz,2017,2,505035,247504,257530,133600,104297,138507,128631,14,1,15,5,2,6,2,27.62,22.15,34.39,31.8,27.26,37.71,31.75,26.6,38.31,27.98,23.94,33.16,28.75,23.74,35.04,30.48,25.59,37.11,30.01,24.54,37.22,29.63,26.72,33.49,30.83,27.42,35.36
475,6,Badajoz,2017,3,504774,247330,257444,132766,103965,139232,128811,11,3,14,1,5,2,6,26.18,22.07,31.46,27.62,22.15,34.39,31.8,27.26,37.71,31.75,26.6,38.31,27.98,23.94,33.16,28.75,23.74,35.04,30.48,25.59,37.11,30.01,24.54,37.22,29.63,26.72,33.49
476,6,Badajoz,2017,4,504834,247333,257502,131986,103669,139980,129199,5,2,7,4,0,2,1,27.01,21.22,34.3,26.18,22.07,31.46,27.62,22.15,34.39,31.8,27.26,37.71,31.75,26.6,38.31,27.98,23.94,33.16,28.75,23.74,35.04,30.48,25.59,37.11,30.01,24.54,37.22
477,6,Badajoz,2018,1,504832,247299,257535,131184,103408,140720,129518,7,0,7,1,2,3,1,28.64,22.22,36.88,27.01,21.22,34.3,26.18,22.07,31.46,27.62,22.15,34.39,31.8,27.26,37.71,31.75,26.6,38.31,27.98,23.94,33.16,28.75,23.74,35.04,30.48,25.59,37.11
478,6,Badajoz,2018,2,504704,247191,257517,130340,103218,141445,129701,8,1,9,1,2,4,2,26.03,19.98,33.66,28.64,22.22,36.88,27.01,21.22,34.3,26.18,22.07,31.46,27.62,22.15,34.39,31.8,27.26,37.71,31.75,26.6,38.31,27.98,23.94,33.16,28.75,23.74,35.04
479,6,Badajoz,2018,3,504678,247129,257552,129508,103033,142172,129965,8,1,9,3,2,3,1,23.03,18.8,28.45,26.03,19.98,33.66,28.64,22.22,36.88,27.01,21.22,34.3,26.18,22.07,31.46,27.62,22.15,34.39,31.8,27.26,37.71,31.75,26.6,38.31,27.98,23.94,33.16
480,6,Badajoz,2018,4,504854,247159,257695,128701,102858,142906,130390,8,3,11,3,3,2,3,24.1,18.44,31,23.03,18.8,28.45,26.03,19.98,33.66,28.64,22.22,36.88,27.01,21.22,34.3,26.18,22.07,31.46,27.62,22.15,34.39,31.8,27.26,37.71,31.75,26.6,38.31
481,7,Islas Baleares,1999,1,553739,269741,283998,205050,108324,123047,117318,10,1,11,3,3,1,4,11.39,7.92,16.52,11.48,8.55,15.99,8.95,7.25,11.48,11.31,7.49,16.95,13.39,9.13,19.76,11.36,8.08,16.33,10.46,7.49,14.78,11.88,9.2,15.87,13.42,9.31,19.38
482,7,Islas Baleares,1999,2,557389,271626,285763,206728,109193,123815,117653,7,2,9,2,0,6,1,7.02,4.7,10.35,11.39,7.92,16.52,11.48,8.55,15.99,8.95,7.25,11.48,11.31,7.49,16.95,13.39,9.13,19.76,11.36,8.08,16.33,10.46,7.49,14.78,11.88,9.2,15.87
483,7,Islas Baleares,1999,3,561143,273565,287578,208418,110070,124588,118067,10,4,14,4,3,4,3,6.13,5.11,7.63,7.02,4.7,10.35,11.39,7.92,16.52,11.48,8.55,15.99,8.95,7.25,11.48,11.31,7.49,16.95,13.39,9.13,19.76,11.36,8.08,16.33,10.46,7.49,14.78
484,7,Islas Baleares,1999,4,565107,275613,289494,210133,110961,125372,118640,3,2,5,1,0,2,2,7.84,5.81,10.78,6.13,5.11,7.63,7.02,4.7,10.35,11.39,7.92,16.52,11.48,8.55,15.99,8.95,7.25,11.48,11.31,7.49,16.95,13.39,9.13,19.76,11.36,8.08,16.33
485,7,Islas Baleares,2000,1,569016,277641,291375,211782,111923,126135,119176,15,2,17,6,1,6,4,9.48,6.53,13.83,7.84,5.81,10.78,6.13,5.11,7.63,7.02,4.7,10.35,11.39,7.92,16.52,11.48,8.55,15.99,8.95,7.25,11.48,11.31,7.49,16.95,13.39,9.13,19.76
486,7,Islas Baleares,2000,2,572817,279631,293186,213298,113028,126854,119637,9,3,12,1,2,5,4,4.75,2.6,7.81,9.48,6.53,13.83,7.84,5.81,10.78,6.13,5.11,7.63,7.02,4.7,10.35,11.39,7.92,16.52,11.48,8.55,15.99,8.95,7.25,11.48,11.31,7.49,16.95
487,7,Islas Baleares,2000,3,576710,281664,295046,214822,114136,127581,120171,15,1,16,2,4,4,6,4.48,3.31,6.14,4.75,2.6,7.81,9.48,6.53,13.83,7.84,5.81,10.78,6.13,5.11,7.63,7.02,4.7,10.35,11.39,7.92,16.52,11.48,8.55,15.99,8.95,7.25,11.48
488,7,Islas Baleares,2000,4,580788,283787,297001,216364,115254,128322,120848,9,1,10,2,1,4,3,7.39,5.68,9.93,4.48,3.31,6.14,4.75,2.6,7.81,9.48,6.53,13.83,7.84,5.81,10.78,6.13,5.11,7.63,7.02,4.7,10.35,11.39,7.92,16.52,11.48,8.55,15.99
489,7,Islas Baleares,2001,1,584850,285900,298950,217928,116338,129078,121506,15,3,18,1,5,8,4,9.1,6.1,13.87,7.39,5.68,9.93,4.48,3.31,6.14,4.75,2.6,7.81,9.48,6.53,13.83,7.84,5.81,10.78,6.13,5.11,7.63,7.02,4.7,10.35,11.39,7.92,16.52
490,7,Islas Baleares,2001,2,588880,287992,300888,219536,117356,129862,122126,5,0,5,0,0,4,1,5.91,4.15,8.52,9.1,6.1,13.87,7.39,5.68,9.93,4.48,3.31,6.14,4.75,2.6,7.81,9.48,6.53,13.83,7.84,5.81,10.78,6.13,5.11,7.63,7.02,4.7,10.35
491,7,Islas Baleares,2001,3,593033,290159,302873,221221,118396,130671,122744,7,5,12,2,0,9,1,3.89,2.81,5.42,5.91,4.15,8.52,9.1,6.1,13.87,7.39,5.68,9.93,4.48,3.31,6.14,4.75,2.6,7.81,9.48,6.53,13.83,7.84,5.81,10.78,6.13,5.11,7.63
492,7,Islas Baleares,2001,4,597430,292475,304953,223059,119483,131530,123357,11,1,12,2,2,4,4,4.91,4.14,6.19,3.89,2.81,5.42,5.91,4.15,8.52,9.1,6.1,13.87,7.39,5.68,9.93,4.48,3.31,6.14,4.75,2.6,7.81,9.48,6.53,13.83,7.84,5.81,10.78
493,7,Islas Baleares,2002,1,603130,295516,307612,225819,120716,132660,123936,14,3,17,5,3,4,5,8.96,7.04,11.84,4.91,4.14,6.19,3.89,2.81,5.42,5.91,4.15,8.52,9.1,6.1,13.87,7.39,5.68,9.93,4.48,3.31,6.14,4.75,2.6,7.81,9.48,6.53,13.83
494,7,Islas Baleares,2002,2,611436,300007,311427,230420,122241,134332,124444,10,4,14,3,4,5,2,6.74,5.03,9.14,8.96,7.04,11.84,4.91,4.14,6.19,3.89,2.81,5.42,5.91,4.15,8.52,9.1,6.1,13.87,7.39,5.68,9.93,4.48,3.31,6.14,4.75,2.6,7.81
495,7,Islas Baleares,2002,3,619307,304242,315063,234590,123709,135988,125020,8,1,9,0,4,1,4,6.07,5.07,7.44,6.74,5.03,9.14,8.96,7.04,11.84,4.91,4.14,6.19,3.89,2.81,5.42,5.91,4.15,8.52,9.1,6.1,13.87,7.39,5.68,9.93,4.48,3.31,6.14
496,7,Islas Baleares,2002,4,626307,307966,318339,237899,125064,137612,125731,8,4,12,1,6,5,0,8.69,8.3,9.23,6.07,5.07,7.44,6.74,5.03,9.14,8.96,7.04,11.84,4.91,4.14,6.19,3.89,2.81,5.42,5.91,4.15,8.52,9.1,6.1,13.87,7.39,5.68,9.93
497,7,Islas Baleares,2003,1,633087,311524,321562,240966,126486,139289,126347,14,4,18,4,1,7,6,12.68,9.07,17.7,8.69,8.3,9.23,6.07,5.07,7.44,6.74,5.03,9.14,8.96,7.04,11.84,4.91,4.14,6.19,3.89,2.81,5.42,5.91,4.15,8.52,9.1,6.1,13.87
498,7,Islas Baleares,2003,2,639430,314750,324678,243548,128039,141071,126772,13,1,14,1,5,6,2,9.39,7.68,11.71,12.68,9.07,17.7,8.69,8.3,9.23,6.07,5.07,7.44,6.74,5.03,9.14,8.96,7.04,11.84,4.91,4.14,6.19,3.89,2.81,5.42,5.91,4.15,8.52
499,7,Islas Baleares,2003,3,645718,317974,327742,246114,129578,142809,127218,20,4,24,5,5,10,4,7.02,6.19,8.1,9.39,7.68,11.71,12.68,9.07,17.7,8.69,8.3,9.23,6.07,5.07,7.44,6.74,5.03,9.14,8.96,7.04,11.84,4.91,4.14,6.19,3.89,2.81,5.42
500,7,Islas Baleares,2003,4,651897,321194,330702,248645,131086,144460,127706,13,2,15,4,7,1,3,10.01,9.22,11.1,7.02,6.19,8.1,9.39,7.68,11.71,12.68,9.07,17.7,8.69,8.3,9.23,6.07,5.07,7.44,6.74,5.03,9.14,8.96,7.04,11.84,4.91,4.14,6.19
501,7,Islas Baleares,2004,1,657735,324234,333500,250842,132633,146103,128158,10,4,14,3,3,3,5,12.75,9.69,16.93,10.01,9.22,11.1,7.02,6.19,8.1,9.39,7.68,11.71,12.68,9.07,17.7,8.69,8.3,9.23,6.07,5.07,7.44,6.74,5.03,9.14,8.96,7.04,11.84
502,7,Islas Baleares,2004,2,662891,326917,335973,252371,134255,147728,128538,15,3,18,4,5,3,6,9.06,7.92,10.56,12.75,9.69,16.93,10.01,9.22,11.1,7.02,6.19,8.1,9.39,7.68,11.71,12.68,9.07,17.7,8.69,8.3,9.23,6.07,5.07,7.44,6.74,5.03,9.14
503,7,Islas Baleares,2004,3,668654,329955,338696,254263,135944,149437,129009,11,4,15,3,4,5,3,6.77,6.13,7.59,9.06,7.92,10.56,12.75,9.69,16.93,10.01,9.22,11.1,7.02,6.19,8.1,9.39,7.68,11.71,12.68,9.07,17.7,8.69,8.3,9.23,6.07,5.07,7.44
504,7,Islas Baleares,2004,4,675628,333706,341919,256883,137766,151316,129662,13,2,15,4,7,0,4,8.09,6.47,10.26,6.77,6.13,7.59,9.06,7.92,10.56,12.75,9.69,16.93,10.01,9.22,11.1,7.02,6.19,8.1,9.39,7.68,11.71,12.68,9.07,17.7,8.69,8.3,9.23
505,7,Islas Baleares,2005,1,682367,337335,345030,259442,139562,153034,130329,10,3,13,2,6,2,3,10.7,8.38,13.93,8.09,6.47,10.26,6.77,6.13,7.59,9.06,7.92,10.56,12.75,9.69,16.93,10.01,9.22,11.1,7.02,6.19,8.1,9.39,7.68,11.71,12.68,9.07,17.7
506,7,Islas Baleares,2005,2,688636,340719,347915,261880,141307,154428,131021,14,4,18,8,5,2,3,6.06,4.25,8.41,10.7,8.38,13.93,8.09,6.47,10.26,6.77,6.13,7.59,9.06,7.92,10.56,12.75,9.69,16.93,10.01,9.22,11.1,7.02,6.19,8.1,9.39,7.68,11.71
507,7,Islas Baleares,2005,3,695026,344113,350911,264306,143041,155839,131840,15,1,16,4,4,5,3,4.91,2.88,7.48,6.06,4.25,8.41,10.7,8.38,13.93,8.09,6.47,10.26,6.77,6.13,7.59,9.06,7.92,10.56,12.75,9.69,16.93,10.01,9.22,11.1,7.02,6.19,8.1
508,7,Islas Baleares,2005,4,701658,347526,354131,266710,144753,157283,132912,10,5,15,0,3,5,7,7.5,5.43,10.36,4.91,2.88,7.48,6.06,4.25,8.41,10.7,8.38,13.93,8.09,6.47,10.26,6.77,6.13,7.59,9.06,7.92,10.56,12.75,9.69,16.93,10.01,9.22,11.1
509,7,Islas Baleares,2006,1,708428,351077,357351,269195,146531,158847,133854,10,3,13,2,6,1,4,8.41,6.13,11.62,7.5,5.43,10.36,4.91,2.88,7.48,6.06,4.25,8.41,10.7,8.38,13.93,8.09,6.47,10.26,6.77,6.13,7.59,9.06,7.92,10.56,12.75,9.69,16.93
510,7,Islas Baleares,2006,2,715475,354905,360569,271842,148443,160651,134539,14,5,19,3,6,4,6,6.53,5.28,8.14,8.41,6.13,11.62,7.5,5.43,10.36,4.91,2.88,7.48,6.06,4.25,8.41,10.7,8.38,13.93,8.09,6.47,10.26,6.77,6.13,7.59,9.06,7.92,10.56
511,7,Islas Baleares,2006,3,722576,358744,363831,274530,150344,162454,135250,15,3,18,5,3,8,2,4.72,3.98,5.68,6.53,5.28,8.14,8.41,6.13,11.62,7.5,5.43,10.36,4.91,2.88,7.48,6.06,4.25,8.41,10.7,8.38,13.93,8.09,6.47,10.26,6.77,6.13,7.59
512,7,Islas Baleares,2006,4,729787,362606,367181,277298,152224,164252,136014,13,2,15,2,6,4,3,6.34,5.63,7.28,4.72,3.98,5.68,6.53,5.28,8.14,8.41,6.13,11.62,7.5,5.43,10.36,4.91,2.88,7.48,6.06,4.25,8.41,10.7,8.38,13.93,8.09,6.47,10.26
513,7,Islas Baleares,2007,1,737278,366659,370619,280177,154128,166120,136854,11,5,16,3,4,3,6,9.33,8.1,11.02,6.34,5.63,7.28,4.72,3.98,5.68,6.53,5.28,8.14,8.41,6.13,11.62,7.5,5.43,10.36,4.91,2.88,7.48,6.06,4.25,8.41,10.7,8.38,13.93
514,7,Islas Baleares,2007,2,745331,371095,374235,283280,156079,168125,137847,16,2,18,8,4,1,5,5.55,4.01,7.57,9.33,8.1,11.02,6.34,5.63,7.28,4.72,3.98,5.68,6.53,5.28,8.14,8.41,6.13,11.62,7.5,5.43,10.36,4.91,2.88,7.48,6.06,4.25,8.41
