year,fips,Median_Household_Income_in_Dollars,All_Ages_in_Poverty_Percent
1989,48383,"$28,765",12.8
2015,48385,"$34,031",19.4
2014,48385,"$37,294",18.7
2013,48385,"$34,556",21.6
2012,48385,"$33,598",21.5
2011,48385,"$30,499",20.7
2010,48385,"$31,490",24.1
2009,48385,"$28,823",22
2008,48385,"$31,677",18.8
2007,48385,"$29,031",20
2006,48385,"$30,032",22.8
2005,48385,"$27,863",22.6
2004,48385,"$27,476",20.9
2003,48385,"$26,969",20.7
2002,48385,"$26,107",21.6
2001,48385,"$25,613",23.5
2000,48385,"$26,333",22.9
1999,48385,"$24,681",24
1998,48385,"$22,855",28.2
1997,48385,"$22,319",29.1
1996,48385,NA,NA
1995,48385,"$21,866",28.7
1993,48385,"$18,426",27.5
1989,48385,"$13,534",29.7
2015,48387,"$36,347",20.2
2014,48387,"$34,340",20.1
2013,48387,"$31,409",19.7
2012,48387,"$33,153",20.8
2011,48387,"$32,615",21.4
2010,48387,"$32,128",19.2
2009,48387,"$33,191",19.1
2008,48387,"$32,902",18.8
2007,48387,"$32,284",19
2006,48387,"$29,744",21.2
2005,48387,"$31,994",18.8
2004,48387,"$27,743",18.4
2003,48387,"$26,470",19
2002,48387,"$25,446",21.5
2001,48387,"$26,278",21.8
2000,48387,"$27,180",20.3
1999,48387,"$25,545",19.4
1998,48387,"$22,670",23.1
1997,48387,"$22,035",23.4
1996,48387,NA,NA
1995,48387,"$20,002",24.2
1993,48387,"$18,644",23.5
1989,48387,"$15,021",26.6
2015,48389,"$44,470",19.3
2014,48389,"$39,006",24.8
2013,48389,"$37,053",27.4
2012,48389,"$34,431",28.2
2011,48389,"$32,839",33
2010,48389,"$32,623",32.2
2009,48389,"$31,568",27.4
2008,48389,"$31,057",27.5
2007,48389,"$29,152",36.5
2006,48389,"$27,219",28.4
2005,48389,"$25,043",29.3
2004,48389,"$24,421",25.9
2003,48389,"$23,646",27.1
2002,48389,"$23,607",26.9
2001,48389,"$23,773",26.4
2000,48389,"$24,194",28.3
1999,48389,"$22,827",28.9
1998,48389,"$23,676",26.7
1997,48389,"$22,930",27.5
1996,48389,NA,NA
1995,48389,"$21,012",31.1
1993,48389,"$20,951",30.1
1989,48389,"$18,581",32.8
2015,48391,"$45,562",15.4
2014,48391,"$43,654",16.9
2013,48391,"$45,214",16.1
2012,48391,"$40,970",15.9
2011,48391,"$38,470",17.2
2010,48391,"$39,582",17.8
2009,48391,"$36,920",17.2
2008,48391,"$37,211",15.5
2007,48391,"$37,298",16
2006,48391,"$36,755",16.1
2005,48391,"$32,715",17.1
2004,48391,"$31,906",14.7
2003,48391,"$30,839",15.8
2002,48391,"$30,208",15.2
2001,48391,"$31,034",16.7
2000,48391,"$31,748",17.7
1999,48391,"$29,908",18.2
1998,48391,"$30,265",18.7
1997,48391,"$28,459",19.7
1996,48391,NA,NA
1995,48391,"$27,103",21.5
1993,48391,"$24,028",21.3
1989,48391,"$22,421",20.1
2015,48393,"$71,859",6.7
2014,48393,"$69,424",7.3
2013,48393,"$70,127",8.7
2012,48393,"$60,857",8.1
2011,48393,"$59,699",8.5
2010,48393,"$58,372",6.9
2009,48393,"$63,082",6.6
2008,48393,"$63,265",6.7
2007,48393,"$58,693",6.2
2006,48393,"$52,140",7.2
2005,48393,"$54,091",7.3
2004,48393,"$49,088",6.7
2003,48393,"$44,328",7.3
2002,48393,"$44,098",6.6
2001,48393,"$44,475",8
2000,48393,"$44,475",9.2
1999,48393,"$41,307",8.6
1998,48393,"$38,570",8.2
1997,48393,"$34,334",9.3
1996,48393,NA,NA
1995,48393,"$34,357",3.5
1993,48393,"$34,726",4.8
1989,48393,"$28,766",7.1
2015,48395,"$53,635",16.6
2014,48395,"$43,194",19
2013,48395,"$40,631",22.8
2012,48395,"$39,771",17.9
2011,48395,"$38,073",21.3
2010,48395,"$36,935",21.6
2009,48395,"$37,261",20.2
2008,48395,"$37,219",20.5
2007,48395,"$35,543",19.7
2006,48395,"$34,208",21.5
2005,48395,"$32,984",20.7
2004,48395,"$31,960",18.8
2003,48395,"$30,672",19.2
2002,48395,"$29,801",19.1
2001,48395,"$29,391",19.4
2000,48395,"$29,452",20.1
1999,48395,"$27,422",20.9
1998,48395,"$24,541",22.7
1997,48395,"$23,600",24.4
1996,48395,NA,NA
1995,48395,"$22,055",26.8
1993,48395,"$19,701",25.9
1989,48395,"$16,881",26.8
2015,48397,"$92,150",6
2014,48397,"$84,692",6.8
2013,48397,"$92,466",6.6
2012,48397,"$85,164",6.7
2011,48397,"$84,763",6
2010,48397,"$81,113",6.4
2009,48397,"$77,924",6.6
2008,48397,"$79,703",6.2
2007,48397,"$79,492",5
2006,48397,"$75,477",4.9
2005,48397,"$73,987",5
2004,48397,"$71,011",6.5
2003,48397,"$69,168",6.7
2002,48397,"$68,222",6.3
2001,48397,"$67,130",6.1
2000,48397,"$66,955",5.7
1999,48397,"$64,122",5.8
1998,48397,"$59,923",6.1
1997,48397,"$57,397",6.7
1996,48397,NA,NA
1995,48397,"$54,760",7
1993,48397,"$46,888",7.9
1989,48397,"$40,956",5.7
2015,48399,"$39,404",18.5
2014,48399,"$38,607",18.1
2013,48399,"$36,769",18.7
2012,48399,"$35,593",20
2011,48399,"$34,515",20.8
2010,48399,"$32,628",23.1
2009,48399,"$34,808",16
2008,48399,"$35,314",18.4
2007,48399,"$33,874",19.3
2006,48399,"$30,765",20.9
2005,48399,"$30,070",21.2
2004,48399,"$29,408",17.6
2003,48399,"$27,935",18.3
2002,48399,"$27,731",17.8
2001,48399,"$28,179",18.3
2000,48399,"$28,605",19.1
1999,48399,"$27,095",18.8
1998,48399,"$25,507",18.6
1997,48399,"$24,707",19
1996,48399,NA,NA
1995,48399,"$23,691",19.1
1993,48399,"$21,545",18.9
1989,48399,"$18,765",18.9
2015,48401,"$49,347",16.6
2014,48401,"$46,427",16.6
2013,48401,"$44,349",21.5
2012,48401,"$44,478",18.2
2011,48401,"$41,840",17.1
2010,48401,"$43,318",15.3
2009,48401,"$43,133",16.4
2008,48401,"$42,572",15.9
2007,48401,"$41,906",13.1
2006,48401,"$40,400",15.1
2005,48401,"$37,514",15.5
2004,48401,"$35,343",15.2
2003,48401,"$33,744",15.4
2002,48401,"$32,904",15.6
2001,48401,"$32,849",15.7
2000,48401,"$33,309",15.6
1999,48401,"$31,589",14.8
1998,48401,"$30,633",15.8
1997,48401,"$29,418",17.4
1996,48401,NA,NA
1995,48401,"$26,961",18.8
1993,48401,"$25,132",19.5
1989,48401,"$22,790",19
2015,48403,"$36,813",19.7
2014,48403,"$35,701",19
2013,48403,"$37,576",18
2012,48403,"$35,805",20.7
2011,48403,"$34,605",22
2010,48403,"$34,034",18.5
2009,48403,"$34,779",19.2
2008,48403,"$33,443",15.6
2007,48403,"$34,555",16.1
2006,48403,"$31,590",18.8
2005,48403,"$27,144",17.5
2004,48403,"$29,772",16.4
2003,48403,"$28,525",16.5
2002,48403,"$27,836",17.7
2001,48403,"$27,508",17.8
2000,48403,"$28,513",17.4
1999,48403,"$27,321",16.8
1998,48403,"$26,700",17.3
1997,48403,"$25,064",18.5
1996,48403,NA,NA
1995,48403,"$23,655",17.6
1993,48403,"$19,924",18
1989,48403,"$17,143",18.9
2015,48405,"$33,156",24.3
2014,48405,"$32,826",23.9
2013,48405,"$32,140",23.4
2012,48405,"$31,714",23.9
2011,48405,"$32,543",24.2
2010,48405,"$31,729",21.2
2009,48405,"$29,490",26.3
2008,48405,"$30,306",24.2
2007,48405,"$30,458",21.8
2006,48405,"$29,143",22.9
2005,48405,"$29,129",23.9
2004,48405,"$27,704",20.2
2003,48405,"$26,749",19.9
2002,48405,"$25,887",22.2
2001,48405,"$26,140",22.2
2000,48405,"$26,839",22.1
1999,48405,"$25,436",21.2
1998,48405,"$23,302",23.9
1997,48405,"$21,658",23.7
1996,48405,NA,NA
1995,48405,"$20,321",23.7
1993,48405,"$17,363",22.8
1989,48405,"$15,474",26
2015,48407,"$42,371",18.1
2014,48407,"$43,087",18.6
2013,48407,"$42,320",22.8
2012,48407,"$42,160",19.6
2011,48407,"$41,650",21.8
2010,48407,"$42,770",19.1
2009,48407,"$40,305",20.6
2008,48407,"$40,606",19.1
2007,48407,"$39,463",17.2
2006,48407,"$40,577",19.2
2005,48407,"$33,578",20.4
2004,48407,"$32,732",17.9
2003,48407,"$31,822",17.7
2002,48407,"$31,368",19.1
2001,48407,"$31,459",19.6
2000,48407,"$32,552",18.5
1999,48407,"$30,780",16.9
1998,48407,"$29,689",17.5
1997,48407,"$28,337",19.7
1996,48407,NA,NA
1995,48407,"$26,758",20.8
1993,48407,"$22,553",22.8
1989,48407,"$19,667",24.7
2015,48409,"$52,952",15.5
2014,48409,"$51,958",15.8
2013,48409,"$46,781",16.2
2012,48409,"$48,287",16.5
2011,48409,"$45,965",19.8
2010,48409,"$44,307",21.1
2009,48409,"$45,152",16.3
2008,48409,"$44,909",17.1
2007,48409,"$40,506",17.4
2006,48409,"$39,585",16.5
2005,48409,"$37,918",16.8
2004,48409,"$37,109",18.6
2003,48409,"$36,711",17.9
2002,48409,"$34,768",16.9
2001,48409,"$34,163",17.8
2000,48409,"$34,940",18.6
1999,48409,"$32,607",19.8
1998,48409,"$30,019",20.9
1997,48409,"$28,765",23.1
1996,48409,NA,NA
1995,48409,"$28,223",25.2
1993,48409,"$26,150",23.8
1989,48409,"$22,224",24.9
2015,48411,"$42,559",18.9
2014,48411,"$38,000",20.3
2013,48411,"$36,030",22.7
2012,48411,"$37,107",21.1
2011,48411,"$35,978",20.4
2010,48411,"$34,264",21
2009,48411,"$34,019",21.5
2008,48411,"$35,739",21.2
2007,48411,"$34,908",19.8
2006,48411,"$32,782",20.5
2005,48411,"$31,761",19.4
2004,48411,"$30,559",18.2
2003,48411,"$29,700",18.4
2002,48411,"$28,570",20.4
2001,48411,"$29,171",21.1
2000,48411,"$29,857",20.5
1999,48411,"$27,826",18.7
1998,48411,"$23,452",22.8
1997,48411,"$21,722",24.4
1996,48411,NA,NA
1995,48411,"$19,918",28.4
1993,48411,"$18,282",26.2
1989,48411,"$16,169",25.2
2015,48413,"$53,886",13.4
2014,48413,"$50,361",13.6
2013,48413,"$50,402",13.7
2012,48413,"$47,322",15.7
2011,48413,"$41,533",16.7
2010,48413,"$32,831",17.5
2009,48413,"$43,902",15.4
2008,48413,"$44,070",14.6
2007,48413,"$41,675",14.7
2006,48413,"$40,310",15
2005,48413,"$36,340",16.6
2004,48413,"$36,345",13.4
2003,48413,"$34,063",16.3
2002,48413,"$32,198",15.5
2001,48413,"$32,221",16.2
2000,48413,"$30,796",19.2
1999,48413,"$28,728",20.2
1998,48413,"$28,556",19
1997,48413,"$29,721",17
1996,48413,NA,NA
1995,48413,"$27,545",18
1993,48413,"$25,929",19.2
1989,48413,"$22,794",17.2
2015,48415,"$57,385",12.7
2014,48415,"$56,444",14.1
2013,48415,"$53,219",15
2012,48415,"$49,340",15.6
2011,48415,"$45,907",17.6
2010,48415,"$44,063",17.4
2009,48415,"$45,292",17
2008,48415,"$42,565",18.3
2007,48415,"$44,272",17.2
2006,48415,"$39,294",15.9
2005,48415,"$36,835",18.1
2004,48415,"$36,118",17.2
2003,48415,"$33,545",17.4
2002,48415,"$32,601",18.2
2001,48415,"$32,171",18.4
2000,48415,"$32,505",18.5
1999,48415,"$30,933",18.6
1998,48415,"$32,509",18.3
1997,48415,"$32,307",18.2
1996,48415,NA,NA
1995,48415,"$29,614",18.2
1993,48415,"$28,084",17.9
1989,48415,"$24,869",15
2015,48417,"$51,685",13.1
2014,48417,"$55,130",13.1
2013,48417,"$51,116",14.7
2012,48417,"$48,779",13.5
2011,48417,"$42,976",14
2010,48417,"$42,685",13.5
2009,48417,"$41,887",13.1
2008,48417,"$43,294",11.5
2007,48417,"$40,294",12.3
2006,48417,"$39,305",12.8
2005,48417,"$36,215",13.5
2004,48417,"$36,008",12.1
2003,48417,"$34,220",12.9
2002,48417,"$32,860",13.6
2001,48417,"$32,355",14.1
2000,48417,"$32,141",14.8
1999,48417,"$30,363",15.3
1998,48417,"$28,734",17.1
1997,48417,"$28,198",14.7
1996,48417,NA,NA
1995,48417,"$25,684",15.7
1993,48417,"$23,568",15.8
1989,48417,"$21,862",14.1
2015,48419,"$41,519",19.8
2014,48419,"$35,772",22
2013,48419,"$36,565",21
2012,48419,"$37,122",19.2
2011,48419,"$36,677",21
2010,48419,"$34,490",21.9
2009,48419,"$35,870",19.9
2008,48419,"$35,154",23.5
2007,48419,"$33,420",18.8
2006,48419,"$32,351",23.4
2005,48419,"$31,272",20.3
2004,48419,"$29,802",18.3
2003,48419,"$28,657",18.5
2002,48419,"$27,938",19.6
2001,48419,"$28,526",20.2
2000,48419,"$29,295",20.4
1999,48419,"$27,728",19
1998,48419,"$26,414",21.2
1997,48419,"$24,560",21.6
1996,48419,NA,NA
1995,48419,"$22,805",22.1
1993,48419,"$20,707",23.3
1989,48419,"$17,409",23.9
2015,48421,"$54,010",12.8
2014,48421,"$49,309",13.4
2013,48421,"$48,054",12.6
2012,48421,"$46,196",13
2011,48421,"$44,699",12.8
2010,48421,"$41,518",12.5
2009,48421,"$42,931",13.1
2008,48421,"$42,684",14.2
2007,48421,"$38,573",14.1
2006,48421,"$36,893",15.8
2005,48421,"$36,390",16.4
2004,48421,"$35,135",12.2
2003,48421,"$33,819",12.8
2002,48421,"$31,715",13
2001,48421,"$35,265",13.1
2000,48421,"$35,505",13.7
1999,48421,"$34,078",11.8
1998,48421,"$37,572",11.3
1997,48421,"$35,140",11.2
1996,48421,NA,NA
1995,48421,"$29,714",11.3
1993,48421,"$31,714",10.3
1989,48421,"$28,264",8.1
2015,48423,"$49,364",16
2014,48423,"$45,363",18.1
2013,48423,"$47,711",16.8
2012,48423,"$46,305",17.2
2011,48423,"$44,261",17.1
2010,48423,"$44,249",15
2009,48423,"$46,127",16.2
2008,48423,"$47,027",13.1
2007,48423,"$44,699",14.3
2006,48423,"$41,775",16.7
2005,48423,"$39,267",16.1
2004,48423,"$39,665",14.5
2003,48423,"$38,642",14.7
2002,48423,"$37,791",13.9
2001,48423,"$37,506",13.7
2000,48423,"$38,115",13.3
1999,48423,"$36,144",13.5
1998,48423,"$35,630",14.3
1997,48423,"$34,336",14.9
1996,48423,NA,NA
1995,48423,"$32,061",15.9
1993,48423,"$28,983",17.6
1989,48423,"$25,588",15.5
2015,48425,"$58,040",12.1
2014,48425,"$51,733",12.1
2013,48425,"$56,282",11.5
2012,48425,"$52,988",11.4
2011,48425,"$52,134",10.2
2010,48425,"$49,582",10.7
2009,48425,"$53,646",10.2
2008,48425,"$51,770",9.4
2007,48425,"$49,443",9.2
2006,48425,"$46,606",10.7
2005,48425,"$44,334",10.7
2004,48425,"$43,536",10.2
2003,48425,"$42,260",10.1
2002,48425,"$41,987",10.2
2001,48425,"$40,483",11.4
2000,48425,"$41,118",11.1
1999,48425,"$39,158",10.4
1998,48425,"$38,712",13.3
1997,48425,"$38,415",14.3
1996,48425,NA,NA
1995,48425,"$34,991",16.1
1993,48425,"$31,040",14.5
1989,48425,"$29,438",9.4
2015,48427,"$28,292",30.9
2014,48427,"$26,699",35.4
2013,48427,"$25,408",36.3
2012,48427,"$23,358",43.6
2011,48427,"$24,537",39.3
2010,48427,"$24,497",39.2
2009,48427,"$22,418",38.5
2008,48427,"$23,929",36.8
2007,48427,"$23,070",32.2
2006,48427,"$20,098",44.4
2005,48427,"$17,843",45.7
2004,48427,"$19,775",34.8
2003,48427,"$19,185",36.4
2002,48427,"$17,828",39
2001,48427,"$17,324",40.4
2000,48427,"$17,835",42.2
1999,48427,"$17,059",44.9
1998,48427,"$16,363",43.8
1997,48427,"$14,178",46.7
1996,48427,NA,NA
1995,48427,"$16,727",52
1993,48427,"$12,225",49.9
1989,48427,"$10,314",55.2
2015,48429,"$45,410",18.2
2014,48429,"$44,110",20.8
2013,48429,"$43,779",19.9
2012,48429,"$40,805",20.2
2011,48429,"$37,167",19.4
2010,48429,"$38,002",20
2009,48429,"$37,174",19.7
2008,48429,"$38,168",17.5
2007,48429,"$35,867",18.5
2006,48429,"$31,383",22.6
2005,48429,"$31,767",19.9
2004,48429,"$30,362",18.8
2003,48429,"$29,399",19.1
2002,48429,"$28,960",19.9
2001,48429,"$29,623",18.6
2000,48429,"$30,120",19.6
1999,48429,"$28,625",18
1998,48429,"$27,833",18.7
1997,48429,"$26,079",20.3
1996,48429,NA,NA
1995,48429,"$25,075",19.4
1993,48429,"$21,922",19.7
1989,48429,"$20,249",18.3
2015,48431,"$62,759",11.6
2014,48431,"$59,854",11.8
2013,48431,"$57,266",12.9
2012,48431,"$51,059",12
2011,48431,"$50,943",11.4
2010,48431,"$49,064",12.4
2009,48431,"$49,075",13.3
2008,48431,"$48,438",11.5
2007,48431,"$44,622",12.8
2006,48431,"$41,532",14.4
2005,48431,"$39,095",14
2004,48431,"$37,919",11.2
2003,48431,"$37,929",12
2002,48431,"$36,575",13.1
2001,48431,"$35,297",14.7
2000,48431,"$35,424",13.8
1999,48431,"$33,876",13
1998,48431,"$33,958",12.4
1997,48431,"$32,781",12
1996,48431,NA,NA
1995,48431,"$33,482",12.5
1993,48431,"$29,620",13.7
1989,48431,"$24,565",10.9
2015,48433,"$45,928",14.5
2014,48433,"$42,780",15.5
2013,48433,"$42,158",15.8
2012,48433,"$39,054",16.7
2011,48433,"$37,513",17.5
2010,48433,"$36,687",17.2
2009,48433,"$36,222",16.8
2008,48433,"$37,325",16.7
2007,48433,"$35,541",17.5
2006,48433,"$34,620",17.4
2005,48433,"$32,628",18.8
2004,48433,"$31,483",15.6
2003,48433,"$29,427",16.4
2002,48433,"$29,108",15.3
2001,48433,"$29,070",17.3
2000,48433,"$28,756",18.3
1999,48433,"$26,954",19.2
1998,48433,"$26,845",18.8
1997,48433,"$26,494",17.8
1996,48433,NA,NA
1995,48433,"$24,230",18
1993,48433,"$22,553",15.4
1989,48433,"$19,184",16.4
2015,48435,"$60,310",12.5
2014,48435,"$60,435",13.2
2013,48435,"$59,098",13
2012,48435,"$60,695",13.1
2011,48435,"$53,501",12.6
2010,48435,"$51,386",13.4
2009,48435,"$60,915",12.4
2008,48435,"$56,466",11.4
2007,48435,"$48,918",14.1
2006,48435,"$46,501",13.7
2005,48435,"$42,812",14.5
2004,48435,"$44,721",12.9
2003,48435,"$41,391",13.7
2002,48435,"$39,180",13
2001,48435,"$37,504",13.5
2000,48435,"$36,124",16.7
1999,48435,"$33,596",18.2
1998,48435,"$32,745",16.4
1997,48435,"$31,567",14.7
1996,48435,NA,NA
1995,48435,"$28,336",16
1993,48435,"$26,370",17.3
1989,48435,"$26,348",15.9
2015,48437,"$40,584",21.6
2014,48437,"$37,527",20.9
2013,48437,"$35,601",21
2012,48437,"$37,076",21.1
2011,48437,"$35,736",21.8
2010,48437,"$33,786",20.9
2009,48437,"$31,929",22
2008,48437,"$33,983",19.6
2007,48437,"$32,382",18.6
2006,48437,"$32,102",20.2
2005,48437,"$31,941",20.2
2004,48437,"$29,755",20.1
2003,48437,"$29,153",20.2
2002,48437,"$27,544",20.8
2001,48437,"$29,931",21.9
2000,48437,"$30,700",21.2
1999,48437,"$29,698",19.3
1998,48437,"$29,701",21
1997,48437,"$28,250",23
1996,48437,NA,NA
1995,48437,"$25,329",25.2
1993,48437,"$24,610",24.8
1989,48437,"$20,873",25.7
2015,48439,"$60,735",13.1
2014,48439,"$58,127",15.2
2013,48439,"$56,906",15.2
2012,48439,"$56,030",15.5
2011,48439,"$52,882",16.8
2010,48439,"$52,482",14.4
2009,48439,"$53,757",14.5
2008,48439,"$56,265",12.1
2007,48439,"$53,518",12.2
2006,48439,"$51,826",12.9
2005,48439,"$49,167",13.4
2004,48439,"$48,805",12.8
2003,48439,"$47,805",12.9
2002,48439,"$47,784",11.4
2001,48439,"$47,941",10.6
2000,48439,"$48,473",10.1
1999,48439,"$45,610",10.6
1998,48439,"$44,669",10.6
1997,48439,"$42,927",11.5
1996,48439,NA,NA
1995,48439,"$41,003",12.3
1993,48439,"$37,866",13.7
1989,48439,"$32,247",10
2015,48441,"$47,388",14.8
2014,48441,"$45,559",15.9
2013,48441,"$44,081",17
2012,48441,"$43,181",18.9
2011,48441,"$40,718",16.8
2010,48441,"$41,558",17.9
2009,48441,"$42,493",15.4
2008,48441,"$41,232",16
2007,48441,"$39,865",16.2
2006,48441,"$38,891",16.5
2005,48441,"$35,473",18.5
2004,48441,"$34,780",16.1
2003,48441,"$33,624",16.3
2002,48441,"$33,101",15.6
2001,48441,"$33,737",15.5
2000,48441,"$34,603",15.3
1999,48441,"$32,675",15.5
1998,48441,"$32,434",16.3
1997,48441,"$31,606",16.8
1996,48441,NA,NA
1995,48441,"$29,025",17.1
1993,48441,"$27,648",17.6
1989,48441,"$23,914",15
2015,48443,"$43,815",16.7
2014,48443,"$39,503",18.1
2013,48443,"$36,712",18.6
2012,48443,"$37,395",17.1
2011,48443,"$39,260",16.8
2010,48443,"$35,683",15.2
2009,48443,"$30,926",18.8
2008,48443,"$30,359",20.3
2007,48443,"$31,759",20.1
2006,48443,"$25,939",19.9
2005,48443,"$27,927",19.9
2004,48443,"$27,870",15.1
2003,48443,"$26,848",18.2
2002,48443,"$27,032",17.4
2001,48443,"$26,154",21.3
2000,48443,"$26,531",22.2
1999,48443,"$24,207",19.9
1998,48443,"$24,061",20.7
1997,48443,"$24,682",20.9
1996,48443,NA,NA
1995,48443,"$22,815",24.2
1993,48443,"$22,969",20.5
1989,48443,"$23,222",19.8
2015,48445,"$43,357",22.5
2014,48445,"$38,752",21.2
2013,48445,"$37,489",22.4
2012,48445,"$34,928",23.3
2011,48445,"$31,984",23.3
2010,48445,"$34,495",21.9
2009,48445,"$31,926",23.1
2008,48445,"$32,788",25
2007,48445,"$33,602",23.1
2006,48445,"$33,218",22.8
2005,48445,"$30,253",24.2
2004,48445,"$29,539",21.6
2003,48445,"$28,045",21.9
2002,48445,"$27,005",23
2001,48445,"$27,901",23.6
2000,48445,"$28,613",24.3
1999,48445,"$27,731",24
1998,48445,"$28,322",24.3
1997,48445,"$29,117",24.1
1996,48445,NA,NA
1995,48445,"$27,488",26
1993,48445,"$26,425",24.1
1989,48445,"$22,653",26
2015,48447,"$43,225",13.6
2014,48447,"$43,618",14.2
2013,48447,"$41,582",15.1
2012,48447,"$41,149",12.9
2011,48447,"$39,860",15.3
2010,48447,"$37,273",14.7
2009,48447,"$36,523",15.5
2008,48447,"$34,865",14.3
2007,48447,"$34,057",14.4
2006,48447,"$31,079",15
2005,48447,"$30,680",14.7
2004,48447,"$29,679",12.5
2003,48447,"$27,982",13
2002,48447,"$28,636",14.3
2001,48447,"$29,321",16.2
2000,48447,"$29,840",15
1999,48447,"$28,876",14.9
1998,48447,"$27,846",18.7
1997,48447,"$25,922",16.4
1996,48447,NA,NA
1995,48447,"$21,821",16.3
1993,48447,"$22,981",14
1989,48447,"$18,607",18
2015,48449,"$41,538",20.1
2014,48449,"$40,680",20.6
2013,48449,"$40,501",20.8
2012,48449,"$39,312",19.5
2011,48449,"$38,221",18.3
2010,48449,"$37,818",20.7
2009,48449,"$37,553",18.4
2008,48449,"$40,295",15.2
2007,48449,"$37,913",14.6
2006,48449,"$37,703",17.7
2005,48449,"$36,347",17.7
2004,48449,"$34,210",16
2003,48449,"$31,934",16.4
2002,48449,"$31,498",16.3
2001,48449,"$31,913",16.6
2000,48449,"$32,679",16
1999,48449,"$31,010",15.4
1998,48449,"$29,907",16.6
1997,48449,"$28,873",17
1996,48449,NA,NA
1995,48449,"$27,132",18.3
1993,48449,"$23,841",20.1
1989,48449,"$22,981",16.5
2015,48451,"$47,756",15.6
2014,48451,"$45,261",15.6
2013,48451,"$45,405",14.5
2012,48451,"$43,393",16.6
2011,48451,"$41,626",17.7
2010,48451,"$39,004",19.2
2009,48451,"$40,399",16.2
2008,48451,"$42,505",14.7
2007,48451,"$40,104",15.9
2006,48451,"$36,047",18.5
2005,48451,"$37,203",17.2
2004,48451,"$35,127",16
2003,48451,"$34,062",16.7
2002,48451,"$33,278",16.3
2001,48451,"$33,700",16.1
2000,48451,"$34,294",16.1
1999,48451,"$32,209",16.2
1998,48451,"$32,423",16.7
1997,48451,"$31,084",17.2
1996,48451,NA,NA
1995,48451,"$29,570",17.1
1993,48451,"$27,563",17.2
1989,48451,"$24,043",16
2015,48453,"$65,244",13.2
2014,48453,"$61,779",16.7
2013,48453,"$60,372",15.9
2012,48453,"$57,293",18
2011,48453,"$53,303",18.1
2010,48453,"$51,905",18.8
2009,48453,"$53,434",16
2008,48453,"$55,650",14.4
2007,48453,"$53,209",14.6
2006,48453,"$50,825",15.1
2005,48453,"$48,199",15.5
2004,48453,"$45,288",14.3
2003,48453,"$45,314",13.9
2002,48453,"$46,543",11.9
2001,48453,"$47,858",10.6
2000,48453,"$48,406",9.9
1999,48453,"$45,437",10.5
1998,48453,"$43,489",10.9
1997,48453,"$40,250",11.7
1996,48453,NA,NA
1995,48453,"$38,368",12.9
1993,48453,"$34,414",14.8
1989,48453,"$27,472",13.4
2015,48455,"$37,213",19.5
2014,48455,"$36,645",19.9
2013,48455,"$33,447",20.9
2012,48455,"$33,771",19.7
2011,48455,"$32,745",21.2
2010,48455,"$34,045",18.2
2009,48455,"$33,081",19.7
2008,48455,"$32,925",20.8
2007,48455,"$33,064",18
2006,48455,"$31,548",19.8
2005,48455,"$29,975",20.9
2004,48455,"$28,757",18.1
2003,48455,"$28,036",17.8
2002,48455,"$27,490",19.2
2001,48455,"$27,157",19.3
2000,48455,"$27,807",19.2
1999,48455,"$26,450",18
1998,48455,"$25,508",20.2
1997,48455,"$24,087",21.5
1996,48455,NA,NA
1995,48455,"$22,513",21.4
1993,48455,"$19,859",21.8
1989,48455,"$17,087",21.3
2015,48457,"$40,820",19.9
2014,48457,"$40,442",19.3
2013,48457,"$40,986",20.9
2012,48457,"$39,255",21.1
2011,48457,"$36,384",21
2010,48457,"$37,914",19.9
2009,48457,"$33,442",20.1
2008,48457,"$36,730",20.2
2007,48457,"$36,275",18.8
2006,48457,"$33,034",18.2
2005,48457,"$32,030",19.6
2004,48457,"$30,933",18.1
2003,48457,"$30,226",17.6
2002,48457,"$29,328",19.1
2001,48457,"$29,243",19.6
2000,48457,"$29,944",18.9
1999,48457,"$28,681",17.1
1998,48457,"$28,173",18.3
1997,48457,"$27,208",20.3
1996,48457,NA,NA
1995,48457,"$26,230",19.5
1993,48457,"$22,699",19.7
1989,48457,"$18,945",19.4
2015,48459,"$45,494",15.5
2014,48459,"$46,346",14.6
2013,48459,"$46,489",18.1
2012,48459,"$43,356",16.7
2011,48459,"$44,434",15.9
2010,48459,"$42,508",16.3
2009,48459,"$43,685",15.9
2008,48459,"$42,947",14.5
2007,48459,"$40,616",15.7
2006,48459,"$37,345",13.8
2005,48459,"$35,807",16.4
2004,48459,"$34,690",15.7
2003,48459,"$33,503",15.9
2002,48459,"$32,597",16.4
2001,48459,"$32,710",16.1
2000,48459,"$33,216",16.3
1999,48459,"$31,415",15.4
1998,48459,"$30,276",15.6
1997,48459,"$29,591",16.9
1996,48459,NA,NA
1995,48459,"$27,556",17.6
1993,48459,"$24,827",19.1
1989,48459,"$22,689",17.9
2015,48461,"$57,085",13.5
2014,48461,"$55,918",14.3
2013,48461,"$54,549",13.8
2012,48461,"$49,846",16
2011,48461,"$47,854",16.4
2010,48461,"$47,407",15.7
2009,48461,"$44,835",16
